objectid,filename,img_thumb,institution,display_template,format,parentid,prefix,subject,title,collection-name,date,date-descriptive,place,photographer,description,usage,maori-fashion-keyword,Flickr account (if applicable)
maori-print-bw-064,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329109/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329109/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Young Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940","A young Māori woman with chin moko and short hair, greenstone earrings and long ribbons in her ears, and wearing a Pihepihe cloak.",No known copyright restrictions,"Pihepihe cloak
chin moko
short hair
greenstone earrings and long ribbons in ears",
maori-glass-bw-065,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/275452/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/275452/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); life; portrait; cloak,Māori woman in Rotorua,"Radcliffe Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Radcliffe%20Collection/field/source/mode/exact/conn/and",1910,1910-1919,Rotorua,"Radcliffe, Frederick George, 1863-1923",Showing an unidentified Māori woman wearing a piupiu and a tiki in an unidentified location in Rotorua.,No known copyright restrictions,"piupiu
tiki",
maori-print-bw-066,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329101/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329101/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Young Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940",A young Māori woman wrapped in a korowai (tag cloak) and with a huia feather in her hair.,No known copyright restrictions,"huia feather
korowai cloak",
maori-print-bw-067,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329110/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329110/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Young Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940",A young Māori woman wearing a korowai (tag cloak),No known copyright restrictions,korowai cloak,
maori-glass-bw-068,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/94471/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/94471/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); portrait,Studio portrait of a Māori woman,"Accession 1365
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%201365/field/source/mode/exact/conn/and",1870,1870-1879,,"Spencer, Charles, 1854-1933",An unidentified Māori woman wearing a European dress and resting both hands on a draped stool or table on which a feathered hat is resting,"Copyright restrictions may apply, please check with Auckland Libraries","European dress
feathered hat",
maori-print-bw-069,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/121180/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/121180/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); pair; life; greeting; hongi; cloak,"Hongi, Māori Salutation","        
Album 50
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2050/field/source/mode/exact/conn/and",1910,1910-1919,,unidentified,Two women greeting one another with a hongi,,hongi,
maori-glass-bw-070,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/57448/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/57448/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); child; pair; life; cloak,Māori woman and child in rain cloaks,"C.P. Dawes Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/C.P.%20Dawes%20Collection/field/source/mode/exact/conn/and",1900,1900-1919,,"Dawes, Charles Peet, 1867-1947",Māori woman and child in rain cloaks,No known copyright restrictions,rain cloaks,
maori-glass-bw-071,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/166234/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/166234/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); child; pair; life; cloak,"Māori woman and child, Taumarunui, 1906","Frank Evans Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Frank%20Evans%20Collection/field/source/mode/exact/conn/and",1900,01-1906,Taumarunui,"Evans, Frank, 1870-1948","Outdoor portrait of a Māori woman and child. The woman is wearing a piupiu and holding a book. The child is holding a flower.
On envelope: Jan 1906 Maori Woman Taum[arunu]i",No known copyright restrictions,,
maori-newspaper-bw-072,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/137578/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/137578/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-newspaper-bw,woman (wahine); child; pair; portrait; cloak,Māori woman and child,"NZ Graphic Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/NZ%20Graphic%20Collection/field/source/mode/exact/conn/and",1900,07-09-1904,,"New Zealand Graphic, 1904","Portrait of a Māori woman and her child.
The New Zealand Graphic and Ladies Journal, 9 July 1904, p.27
View this page on Papers Past: https://paperspast.natlib.govt.nz/periodicals/new-zealand-graphic/1904/07/09/27",No known copyright restrictions,"chin moko
korowai cloak",
maori-print-bw-073,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/307370/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/307370/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); child; pair; portrait,Unidentified Māori woman and boy,"        
Sir George Grey's scrapbook
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Sir%20George%20Grey's%20scrapbook/field/source/mode/exact/conn/and",1860,1860-1869,,"Watkins, H, unidentified","Seated portrait of an unidentified Māori woman wearing European clothes, with her left arm around a young boy",No known copyright restrictions,European clothes,
maori-glass-bw-074,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/276109/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/276109/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); child; pair; portrait; cloak,A Māori woman and child,"Radcliffe Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Radcliffe%20Collection/field/source/mode/exact/conn/and","1910
1920",1910-1929,,"Radcliffe, Frederick George, 1863-1923","A Māori woman in a flax cloak, a moko and a feather in her hair, holding a baby",No known copyright restrictions,"flax cloak
feather",
maori-glass-bw-075,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/57175/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/57175/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); child; pair; life; cloak,Māori woman and child in cloaks,"        
C.P. Dawes Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/C.P.%20Dawes%20Collection/field/source/mode/exact/conn/and","1900
1910",1900-1919,,"Dawes, Charles Peet, 1867-1947",Māori woman and child in rain cloaks,No known copyright restrictions,rain cloaks,
maori-lantern-bw-076,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/104475/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/104475/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-lantern-bw,woman (wahine); child; group; life,Maori woman and child sitting on a flax mat,"John Coomer Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/John%20Coomer%20Collection/field/source/mode/exact/conn/and","1890
1900",1890-1909,,"Coomer, John, c1861-1935",Maori woman and child sitting on a flax mat,No known copyright restrictions,flax mat,
maori-print-bw-077,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/121184/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/121184/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); child; group; pair; life; greeting; hongi,"Hongi, Māori Salutation","        
Album 50
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2050/field/source/mode/exact/conn/and",1910,1910-1919,,"Radcliffe, Frederick George, 1863-1923","Two Māori women with babies on their backs, greeting each other with a hongi outside a wharenui",,"hongi
wharenui",
maori-print-bw-078,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/68614/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/68614/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); child; group; life,"Drying eels, 1934","Accession 1691
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%201691/field/source/mode/exact/conn/and",1930,1934-09-12,,"unidentified; Associated Press, 1934",Young Māori woman hanging out eels to dry,No known copyright restrictions,,
maori-lantern-bw-079,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/54900/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/54900/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-lantern-bw,woman (wahine); child; life,Māori woman weaving,"Accession 1596
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%201596/field/source/mode/exact/conn/and",1900,1900-1909,,unidentified,Māori woman weaving,No known copyright restrictions,,
maori-lantern-bw-080,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/54989/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/54989/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-lantern-bw,woman (wahine); life,Māori woman smoking,"Accession 1596
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%201596/field/source/mode/exact/conn/and",1900,1900-1909,,unidentified,Māori woman smoking,No known copyright restrictions,,
maori-print-bw-081,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163149/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163149/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); life,Young woman in Māori costume holding a kete,"Album 79
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2079/field/source/mode/exact/conn/and","1930
1940",1930-1949,,unidentified,Unidentified young woman in Māori costume holding a kete,No known copyright restrictions,kete,
maori-print-bw-082,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/121164/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/121164/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); pair; life,Washing clothes at Rotorua,"        
Album 50
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2050/field/source/mode/exact/conn/and",1910,1910-1919,Rotorua,unidentified,Two young Māori women washing clothes in a hot spring at Rotorua,,,
maori-print-bw-083,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163156/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163156/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,group; education; cloak,Kapa Haka group,"Album 79
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2079/field/source/mode/exact/conn/and","1930
1940",1930-1949,,Sparrow Industrial Pictures Limited,Kapa Haka group at the Auckland Teachers Training College?,No known copyright restrictions,Kapa Haka: is the term for Māori action songs and the groups who perform them. The phrase translates to 'group' (kapa) 'dance' (haka),
maori-print-bw-084,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163154/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163154/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,group; education; cloak,Kapa Haka group,"Album 79
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2079/field/source/mode/exact/conn/and","1930
1940",1930-1949,,"Breckon, Arthur Ninnis, 1887-1965",Kapa Haka group at the University of Auckland,No known copyright restrictions,,
maori-print-bw-086,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163142/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163142/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,group; education,"Training College Students hold a Hangi, 1945","Album 79
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2079/field/source/mode/exact/conn/and",1940,1940-1949,,New Zealand Herald,"Group of Auckland Teachers' Training College students at a hangi, Olga Adams? kneeling (centre, left). Published in the New Zealand Herald, 11 December 1945, Page 7 with the caption Training College Students Hold a Hangi: Māori students and their friends cooking a meal in native fashion in the grounds of the Auckland Teachers' Training College yesterday morning.",No known copyright restrictions,,
maori-print-bw-087,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163070/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163070/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,pair; education,Auckland Teachers' Training College Māori Club,"Album 79
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2079/field/source/mode/exact/conn/and",1940,1940-1949,,Batchelors Candid Studio,Olga Adams? with an unidentified man at the Auckland Teachers' Training College Māori Club?,No known copyright restrictions,,
maori-print-bw-088,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163071/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/163071/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,group; education; cloak,Auckland Teachers' Training College Māori Club,"Album 79
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2079/field/source/mode/exact/conn/and",1940,1940-1949,,Batchelors Candid Studio,"	
Auckland Teachers' Training College Māori Club?",No known copyright restrictions,,
maori-albumen-bw-089,https://collections.museumsvictoria.com.au/content/media/2/510002-small.jpg,https://collections.museumsvictoria.com.au/content/media/2/510002-small.jpg,Museums Victoria Collections,image,image/jpeg,,maori-albumen-bw,woman (wahine); pair; portrait; greeting; hongi; cloak,"Photograph. Specific locality unrecorded, Aotearoa [New Zealand]. 1891 - 1930","Arthur J. Iles Photographic Collection
https://collections.museumsvictoria.com.au/search?collection=Arthur+J.+Iles+Photographic+Collection","1890
1900
1910
1920
1930",1891-1930,"unidentified
Specific locality unrecorded, Aotearoa [New Zealand]","Iles, Arthur James, 1870-1943","Studio portrait of two Maori women engaged in a hongi, a traditional Maori greeting and wearing several different styles of Maori clothing. The woman on the left wears a garment of cylindrical flax tags and a cloak with peacock feathers attached and the woman on the right wears a korowai (cloak with hukahuka or tassels) and what appears to be a piu piu (waist garment). The white feathers which decorate the women's hair could possibly be kotuku (white heron or Ardea alba modesta). 

The photograph was taken by the New Zealand photographer Arthur James Iles, a professional photographer active during the late 19th and early 20th centuries and largely based in Rotorua. It is one of a series of twenty studio portraits of Maori taken by Iles in Museums Victoria's collections. The photographer's imprint forms part of the image and reads: 'ILES PHOTO. REGISTERED No 110'. 

Iles photographed a range of subjects including people, landscapes, sites as well as the local flora and fauna. His specialisation, however, was portraiture, particularly of the Maori population. Throughout his career he relocated his studios many times, including Thames, Auckland and Rotorua in New Zealand and Sydney, Australia at the Falk Studios. In 1893, Iles had relocated to Thames, on the North Island of New Zealand and it was in this period and location that Iles really began to establish himself as a photographer of Maori people. He was able to attract Maori people to his studio with his association with Captain Gilbert Mair, a captain of Maori troops loyal to the colonial government, who facilitated visits by senior Maori men His marriage to Rebecca Elsie Utuatonga, a Maori woman in 1895, would have assisted Iles to encourage young Maori women to be photographed in his studio. Born in Oamaru in New Zealand's South Island in 1870, Iles would eventually, at just 21 years of age, establish his own photography studio in Central Otago in 1891. Iles' father was a photographer, and without doubt this early exposure to and association with photography, influenced his path. His marriage to Rebecca Elsie Utuatonga, with whom he had five children ended in divorce in 1932 and he subsequently married Ada Hunt. Iles died on 9 April 1943.","All Rights Reserved / Reuse may require cultural clearances.
Museums Victoria does not own the copyright in all the material on this website. In some cases copyright belongs to third parties and has been published here under a licence agreement: this does not authorise you to copy that material. You may be required to obtain permission from the copyright owner.

Some unpublished material may require permission for reuse even if it is very old. Orphan works, where the copyright owner is unknown, also require permission for reuse. First Peoples works may have additional legal and cultural issues. You may be required to seek cultural clearances from Aboriginal and Torres Strait Islander communities, families, individuals or organisations before you reproduce Aboriginal and Torres Strait Islander material.","hongi
garment of cylindrical flax tags
cloak with peacock feathers attached 
korowai cloak
piupiu
kotuku",
maori-albumen-bw-090,https://collections.museumsvictoria.com.au/content/media/31/509981-small.jpg,https://collections.museumsvictoria.com.au/content/media/31/509981-small.jpg,Museums Victoria Collections,image,image/jpeg,,maori-albumen-bw,woman (wahine); pair; portrait; cloak,"Photograph. Specific locality unrecorded, Aotearoa [New Zealand]. 1891 - 1930","Arthur J. Iles Photographic Collection
https://collections.museumsvictoria.com.au/search?collection=Arthur+J.+Iles+Photographic+Collection","1890
1900
1910
1920
1930",1891-1930,"unidentified
Specific locality unrecorded, Aotearoa [New Zealand]","Iles, Arthur James, 1870-1943","Studio portrait of two Maori women dressed in different styles of kakahu (Maori cloaks). The woman on the left wears a kahu kiwi (kiwi feather cloak), the most highly regarded of kahu huruhuru (feather cloaks) and the woman on the right wears a korowai (cloak with hukahuka or tassels). Both woman are also wearing, hei tiki or figurative neck pendants which are taonga (cultural treasures). Carved from pounamu (greenstone or nephrite) and often imbued imbued with mana (power, prestige), their exact meaning remains unclear, however they have been commonly associated with fertility. The photographer's imprint forms part of the image and reads: 'ILES PHOTO. REGISTERED No 66'.

Iles photographed a range of subjects including people, landscapes, sites as well as the local flora and fauna. His specialisation, however, was portraiture, particularly of the Maori population. Throughout his career he relocated his studios many times, including Thames, Auckland and Rotorua in New Zealand and Sydney, Australia at the Falk Studios. In 1893, Iles had relocated to Thames, on the North Island of New Zealand and it was in this period and location that Iles really began to establish himself as a photographer of Maori people. He was able to attract Maori people to his studio with his association with Captain Gilbert Mair, a captain of Maori troops loyal to the colonial government, who facilitated visits by senior Maori men His marriage to Rebecca Elsie Utuatonga, a Maori woman in 1895, would have assisted Iles to encourage young Maori women to be photographed in his studio. Born in Oamaru in New Zealand's South Island in 1870, Iles would eventually, at just 21 years of age, establish his own photography studio in Central Otago in 1891. Iles' father was a photographer, and without doubt this early exposure to and association with photography, influenced his path. His marriage to Rebecca Elsie Utuatonga, with whom he had five children ended in divorce in 1932 and he subsequently married Ada Hunt. Iles died on 9 April 1943.",All Rights Reserved / Reuse may require cultural clearances. (Licensed as All Rights Reserved),"kakahu (Maori cloaks)
kahu kiwi (kiwi feather cloak)
kahu huruhuru (feather cloaks)
korowai (cloak with hukahuka or tassels)
hei tiki 
figurative neck pendants 
taonga (cultural treasures)
pounamu (greenstone or nephrite) 
mana (power, prestige)",
maori-albumen-bw-091,https://collections.museumsvictoria.com.au/content/media/44/509994-small.jpg,https://collections.museumsvictoria.com.au/content/media/44/509994-small.jpg,Museums Victoria Collections,image,image/jpeg,,maori-albumen-bw,woman (wahine); pair; portrait; cloak,"Photograph. Thames, North Island, Aotearoa [New Zealand]. 1895","Arthur J. Iles Photographic Collection
https://collections.museumsvictoria.com.au/search?collection=Arthur+J.+Iles+Photographic+Collection",1890,1895,"Thames, North Island, Aotearoa [New Zealand]","Iles, Arthur James, 1870-1943","This photo depicts Ani (née Melbourne/ Milburn) Doherty (1863-1929) on the right and Emere (née Apanui, Mair) Stewart (1870-1957) on the left.",All Rights Reserved / Reuse may require cultural clearances. (Licensed as All Rights Reserved),,
maori-albumen-bw-092,https://collections.museumsvictoria.com.au/content/media/29/509979-small.jpg,https://collections.museumsvictoria.com.au/content/media/29/509979-small.jpg,Museums Victoria Collections,image,image/jpeg,,maori-albumen-bw,woman (wahine); portrait; cloak,"Photograph. Rotorua, North Island, Aotearoa [New Zealand]. 1901 - 1910","Arthur J. Iles Photographic Collection
https://collections.museumsvictoria.com.au/search?collection=Arthur+J.+Iles+Photographic+Collection",1900,1901-1910,"Rotorua, North Island, Aotearoa [New Zealand]","Iles, Arthur James, 1870-1943","Studio portrait of a Maori woman. In this photograph Rirpeti is wearing a kahu kiwi (kiwi feather cloak) and her face is adorned with a moko ngutu (female lip tattoo) and moko kauae (female chin tattoo). The white feathers that decorate the woman's hair are possibly kotuku (white heron or Ardea alba modesta). The black and white feather is the distinctive tail feather of the now extinct huia (Heteralocha acutirostris), a large New Zealand wattlebird. 

The photograph was taken by the New Zealand photographer Arthur James Iles, a professional photographer active during the late 19th and early 20th centuries and largely based in Rotorua. It is one of a series of twenty studio portraits of Maori taken by Iles in Museums Victoria's collections. The photographer's imprint forms part of the image and reads: 'Iles Photo. Rotorua No 122'. Iles photographed a range of subjects including people, landscapes, sites as well as the local flora and fauna. His specialisation, however, was portraiture, particularly of the Maori population. Throughout his career he relocated his studios many times, including Thames, Auckland and Rotorua in New Zealand and Sydney, Australia at the Falk Studios. In 1893, Iles had relocated to Thames, on the North Island of New Zealand. It was in this period and location that Iles really began to establish himself as a photographer of Maori people. He was able to attract Maori people to his studio with his association with Captain Gilbert Mair, a captain of Maori troops loyal to the colonial government, who facilitated visits by senior Maori men His marriage to Rebecca Elsie Utuatonga, a Maori woman in 1895, would have assisted Iles to encourage young Maori women to be photographed in his studio. Born in Oamaru in New Zealand's South Island in 1870, Iles would eventually, at just 21 years of age, establish his own photography studio in Central Otago in 1891. Iles' father was a photographer, and without doubt this early exposure to and association with photography, influenced his path. His marriage to Rebecca Elsie Utuatonga, with whom he had five children ended in divorce in 1932 and he subsequently married Ada Hunt. Iles died on 9 April 1943.",All Rights Reserved / Reuse may require cultural clearances. (Licensed as All Rights Reserved),"kahu kiwi (kiwi feather cloak) 
moko ngutu (female lip tattoo) 
moko kauae (female chin tattoo)
kotuku (white heron or Ardea alba modesta)
huia (Heteralocha acutirostris): black and white feather is the distinctive tail feather ",
maori-albumen-bw-093,https://collections.museumsvictoria.com.au/content/media/20/510020-small.jpg,https://collections.museumsvictoria.com.au/content/media/20/510020-small.jpg,Museums Victoria Collections,image,image/jpeg,,maori-albumen-bw,woman (wahine); portrait; cloak,"Photograph. Thames, North Island, Aotearoa [New Zealand]. 1893 - 1895","Arthur J. Iles Photographic Collection
https://collections.museumsvictoria.com.au/search?collection=Arthur+J.+Iles+Photographic+Collection",1890,1893-1895,"Thames, North Island, Aotearoa [New Zealand]","Iles, Arthur James, 1870-1943","Studio portrait of a Maori woman dressed in a korowai (cloak with hukahuka or tassels). The korowai were a popular style of kakahu (Maori cloak) in the early 19th century. The kaupapa (foundation structure of the cloaks) is most probably made from harakeke (flax, or Phormium tenax). Muka (flax fibre) is extracted from the harakeke and woven using whatu, a finger weft-twining technique. Adornments are attached to the surface of the cloak during the whatu process.

The photograph was taken by the New Zealand photographer Arthur James Iles, a professional photographer active during the late 19th and early 20th centuries and largely based in Rotorua. It is one of a series of twenty studio portraits of Maori taken by Iles in Museums Victoria's collections. The photographer's imprint forms part of the image and reads: 'ILES PHOTO 70 THAMES. N.Z'. Iles photographed a range of subjects including people, landscapes, sites as well as the local flora and fauna. His specialisation, however, was portraiture, particularly of the Maori population. Throughout his career he relocated his studios many times, including Thames, Auckland and Rotorua in New Zealand and Sydney, Australia at the Falk Studios. In 1893, Iles had relocated to Thames, on the North Island of New Zealand and it was in this period and location that Iles really began to establish himself as a photographer of Maori people. He was able to attract Maori people to his studio with his association with Captain Gilbert Mair, a captain of Maori troops loyal to the colonial government, who facilitated visits by senior Maori men His marriage to Rebecca Elsie Utuatonga, a Maori woman in 1895, would have assisted Iles to encourage young Maori women to be photographed in his studio. Born in Oamaru in New Zealand's South Island in 1870, Iles would eventually, at just 21 years of age, establish his own photography studio in Central Otago in 1891. Iles' father was a photographer, and without doubt this early exposure to and association with photography, influenced his path. His marriage to Rebecca Elsie Utuatonga, with whom he had five children ended in divorce in 1932 and he subsequently married Ada Hunt. Iles died on 9 April 1943.",All Rights Reserved / Reuse may require cultural clearances. (Licensed as All Rights Reserved),"korowai (cloak with hukahuka or tassels)
kakahu (Maori cloak)
kaupapa (foundation structure of the cloaks) 
harakeke (flax, or Phormium tenax)
muka (flax fibre) 
whatu: a finger weft-twining technique",
